CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
140,N84UP,גשר אוירי שרותים ומסחר בעמ,2018-12-07T19:00:00,2018-12-07T19:00:00,A,INN,INNSBRUCK,אינסברוק,INNSBRUCK,אוסטריה,AUSTRIA,3,,,CANCELED,מבוטלת
AC,9617,AIR CANADA,2018-12-07T19:10:00,2018-12-07T19:10:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,FINAL,סופי
LH,694,LUFTHANSA,2018-12-07T19:10:00,2018-12-07T19:10:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,FINAL,סופי
SN,7167,BRUSSELS AIRLINES,2018-12-07T19:10:00,2018-12-07T19:10:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,FINAL,סופי
UA,9240,UNITED AIRLINES,2018-12-07T19:10:00,2018-12-07T19:10:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,FINAL,סופי
TK,788,TURKISH AIRLINES,2018-12-07T19:15:00,2018-12-07T19:15:00,A,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,,,NOT FINAL,לא סופי
AZ,822,ALITALIA,2018-12-07T19:50:00,2018-12-07T19:50:00,D,ATH,ELEFTHERIOS VENIZELOS,אתונה,ATHENS,יוון,GREECE,1,301-304,W,ON TIME,בזמן
A3,927,AEGEAN  AIRLINES,2018-12-07T19:50:00,2018-12-07T19:50:00,D,ATH,ELEFTHERIOS VENIZELOS,אתונה,ATHENS,יוון,GREECE,3,27-29,A,ON TIME,בזמן
LO,155,LOT POLISH AIRLINES,2018-12-07T20:10:00,2018-12-07T19:50:00,A,WAW,WARSAW,וורשה,WARSAW,פולין,POLAND,3,,,FINAL,סופי
LY,881,EL AL ISRAEL AIRLINES,2018-12-07T20:00:00,2018-12-07T20:00:00,D,LGG,LIEGE,ליאז,LIEGE,בלגיה,BELGIUM,3,,,ON TIME,בזמן
045,GEVA3,גבע תעופה בעמ,2018-12-07T20:00:00,2018-12-07T20:00:00,A,TLV,TEL AVIV,נתב"ג,BEN GURION,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
ET,414,ETHIOPIAN AIRLINES,2018-12-07T20:10:00,2018-12-07T20:10:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
LY,8806,EL AL ISRAEL AIRLINES,2018-12-07T20:10:00,2018-12-07T20:10:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
TK,789,TURKISH AIRLINES,2018-12-07T20:55:00,2018-12-07T20:55:00,D,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,G1-G7,G,ON TIME,בזמן
W9,4451,WIZZ UK,2018-12-07T21:00:00,2018-12-07T21:00:00,A,LTN,LUTON,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
ICL,910,C.A.L ISRAELI CARGO,2018-12-07T11:30:00,2018-12-07T21:15:00,A,LGG,LIEGE,ליאז,LIEGE,בלגיה,BELGIUM,3,,,DELAYED,עיכוב
PC,785,PEGASUS AIRLINES,2018-12-07T21:20:00,2018-12-07T21:20:00,A,SAW,ISTANBUL-SABIHA GOKCHEN,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,,,NOT FINAL,לא סופי
TK,864,TURKISH AIRLINES,2018-12-07T21:45:00,2018-12-07T21:45:00,A,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,,,NOT FINAL,לא סופי
IB,3316,IBERIA,2018-12-07T21:50:00,2018-12-07T21:50:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
LY,8396,EL AL ISRAEL AIRLINES,2018-12-07T21:50:00,2018-12-07T21:50:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
W9,4452,WIZZ UK,2018-12-07T21:50:00,2018-12-07T21:50:00,D,LTN,LUTON,לונדון,LONDON,בריטניה,UNITED KINGDOM,1,311-313,W,ON TIME,בזמן
UA,954,UNITED AIRLINES,2018-12-07T21:40:00,2018-12-07T21:55:00,A,SFO,SAN FRANCISCO,סן פרנסיסקו,SAN FRANCISCO,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
TK,808,TURKISH AIRLINES,2018-12-07T22:10:00,2018-12-07T22:10:00,A,SAW,ISTANBUL-SABIHA GOKCHEN,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,,,NOT FINAL,לא סופי
PS,777,UKRAINE INTL  AIR,2018-12-07T22:40:00,2018-12-07T22:40:00,A,KBP,KIEV KYIV-BORISPOL,קייב,KIEV,אוקראינה,UKRAINE,3,,,NOT FINAL,לא סופי
RJ,340,ROYAL  JORDANIAN,2018-12-07T22:45:00,2018-12-07T22:45:00,A,AMM,AMMAN (QUEEN ALIA INT'L),עמאן,AMMAN,ירדן,JORDAN,3,,,NOT FINAL,לא סופי
SU,504,AEROFLOT RUSSIAN AIRLINES,2018-12-07T22:50:00,2018-12-07T22:50:00,A,SVO,MOSCOW,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
LH,690,LUFTHANSA,2018-12-07T23:00:00,2018-12-07T23:00:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
NH,5461,ALL NIPPON AIRWAYS,2018-12-07T23:00:00,2018-12-07T23:00:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
SN,7169,BRUSSELS AIRLINES,2018-12-07T23:00:00,2018-12-07T23:00:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
UA,9122,UNITED AIRLINES,2018-12-07T23:00:00,2018-12-07T23:00:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
UA,091,UNITED AIRLINES,2018-12-07T23:10:00,2018-12-07T23:10:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,12-20,A,ON TIME,בזמן
AF,1120,AIR FRANCE,2018-12-07T23:25:00,2018-12-07T23:25:00,A,CDG,PARIS-CHARLES DE GAULLE,פאריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
DL,8263,DELTA AIRLINES,2018-12-07T23:25:00,2018-12-07T23:25:00,A,CDG,PARIS-CHARLES DE GAULLE,פאריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
RJ,341,ROYAL  JORDANIAN,2018-12-07T23:30:00,2018-12-07T23:30:00,D,AMM,AMMAN (QUEEN ALIA INT'L),עמאן,AMMAN,ירדן,JORDAN,3,8-11,A,ON TIME,בזמן
DL,469,DELTA AIRLINES,2018-12-07T23:35:00,2018-12-07T23:35:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,46-55,B,ON TIME,בזמן
TK,790,TURKISH AIRLINES,2018-12-07T23:35:00,2018-12-07T23:35:00,A,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,,,NOT FINAL,לא סופי
6H,5901,ISRAIR AIRLINES,2018-12-07T23:55:00,2018-12-07T23:55:00,D,JRO,KILIMANJARO,קילימנגארו,KILIMANJARO,טנזניה,TANZANIA,3,,,ON TIME,בזמן
AHS,VPCSB,AERO HANDLING,2018-12-07T02:10:00,2018-12-08T00:00:00,A,GVA,GENEVA,ג'נבה,GENEVA,שוויץ,SWITZERLAND,3,,,DELAYED,עיכוב
ICL,971,C.A.L ISRAELI CARGO,2018-12-07T18:00:00,2018-12-08T00:00:00,D,LGG,LIEGE,ליאז,LIEGE,בלגיה,BELGIUM,3,,,DELAYED,עיכוב
PC,779,PEGASUS AIRLINES,2018-12-08T00:10:00,2018-12-08T00:10:00,A,SAW,ISTANBUL-SABIHA GOKCHEN,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,,,NOT FINAL,לא סופי
AZG,216,SILK WAY WEST AIRLINES,2018-12-07T19:00:00,2018-12-08T00:30:00,A,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3,,,DELAYED,עיכוב
JU,9286,AIR SERBIA,2018-12-08T00:30:00,2018-12-08T00:30:00,A,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,,,NOT FINAL,לא סופי
KK,1220,ATLAS GLOBAL,2018-12-08T00:30:00,2018-12-08T00:30:00,A,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,,,NOT FINAL,לא סופי
SU,505,AEROFLOT RUSSIAN AIRLINES,2018-12-08T00:35:00,2018-12-08T00:35:00,D,SVO,MOSCOW,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,26-33,A,ON TIME,בזמן
ET,405,ETHIOPIAN AIRLINES,2018-12-08T00:45:00,2018-12-08T00:45:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,38-42,B,ON TIME,בזמן
LY,8807,EL AL ISRAEL AIRLINES,2018-12-08T00:45:00,2018-12-08T00:45:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,38-42,B,ON TIME,בזמן
A3,928,AEGEAN  AIRLINES,2018-12-08T00:50:00,2018-12-08T00:50:00,A,ATH,ELEFTHERIOS VENIZELOS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
OS,859,AUSTRIAN AIRLINES,2018-12-08T00:50:00,2018-12-08T00:50:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,NOT FINAL,לא סופי
TK,810,TURKISH AIRLINES,2018-12-08T00:50:00,2018-12-08T00:50:00,A,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,,,NOT FINAL,לא סופי
UA,955,UNITED AIRLINES,2018-12-08T00:55:00,2018-12-08T00:55:00,D,SFO,SAN FRANCISCO,סן פרנסיסקו,SAN FRANCISCO,ארצות הברית,UNITED STATES,3,20-25,A,ON TIME,בזמן
AF,1121,AIR FRANCE,2018-12-08T01:00:00,2018-12-08T01:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פאריס,PARIS,צרפת,FRANCE,3,34-37,B,ON TIME,בזמן
DL,8509,DELTA AIRLINES,2018-12-08T01:00:00,2018-12-08T01:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פאריס,PARIS,צרפת,FRANCE,3,34-37,B,ON TIME,בזמן
TK,791,TURKISH AIRLINES,2018-12-08T01:00:00,2018-12-08T01:00:00,D,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,G1-G7,G,ON TIME,בזמן
AF,8425,AIR FRANCE,2018-12-08T02:20:00,2018-12-08T02:20:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
DL,9575,DELTA AIRLINES,2018-12-08T02:20:00,2018-12-08T02:20:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
KL,461,K.L.M.,2018-12-08T02:20:00,2018-12-08T02:20:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
ET,404,ETHIOPIAN AIRLINES,2018-12-08T02:35:00,2018-12-08T02:35:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
LY,8804,EL AL ISRAEL AIRLINES,2018-12-08T02:35:00,2018-12-08T02:35:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
LH,680,LUFTHANSA,2018-12-08T02:50:00,2018-12-08T02:50:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
SN,7165,BRUSSELS AIRLINES,2018-12-08T02:50:00,2018-12-08T02:50:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
TK,792,TURKISH AIRLINES,2018-12-08T02:55:00,2018-12-08T02:55:00,A,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,,,NOT FINAL,לא סופי
AZ,810,ALITALIA,2018-12-08T03:10:00,2018-12-08T03:10:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
ST,4914,GERMANIA FLUGGESELLSCHAFT MBH,2018-12-08T03:25:00,2018-12-08T03:25:00,A,TXL,BERLIN TEGEL,ברלין,BERLIN,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
LO,151,LOT POLISH AIRLINES,2018-12-08T03:35:00,2018-12-08T03:35:00,A,WAW,WARSAW,וורשה,WARSAW,פולין,POLAND,3,,,NOT FINAL,לא סופי
LX,256,SWISS INT`L  AIRLINES,2018-12-08T03:35:00,2018-12-08T03:35:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
LY,8852,EL AL ISRAEL AIRLINES,2018-12-08T03:35:00,2018-12-08T03:35:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
BA,163,BRITISH AIRWAYS PLC,2018-12-08T03:45:00,2018-12-08T03:45:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
OK,5288,CZECH AIRLINES,2018-12-08T04:35:00,2018-12-08T04:35:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
QS,1286,TRAVEL SERVICE,2018-12-08T04:35:00,2018-12-08T04:35:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
SU,500,AEROFLOT RUSSIAN AIRLINES,2018-12-08T05:00:00,2018-12-08T05:00:00,A,SVO,MOSCOW,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
AF,8424,AIR FRANCE,2018-12-08T05:15:00,2018-12-08T05:15:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,34-38,B,ON TIME,בזמן
AZ,809,ALITALIA,2018-12-08T05:15:00,2018-12-08T05:15:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,6-11,A,ON TIME,בזמן
DL,6641,DELTA AIRLINES,2018-12-08T05:15:00,2018-12-08T05:15:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,6-11,A,ON TIME,בזמן
DL,9690,DELTA AIRLINES,2018-12-08T05:15:00,2018-12-08T05:15:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,34-38,B,ON TIME,בזמן
KL,462,K.L.M.,2018-12-08T05:15:00,2018-12-08T05:15:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,34-38,B,ON TIME,בזמן
TK,793,TURKISH AIRLINES,2018-12-08T05:15:00,2018-12-08T05:15:00,D,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,G1-G7,G,ON TIME,בזמן
AC,9021,AIR CANADA,2018-12-08T05:20:00,2018-12-08T05:20:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,43-55,B,ON TIME,בזמן
LH,691,LUFTHANSA,2018-12-08T05:20:00,2018-12-08T05:20:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,43-55,B,ON TIME,בזמן
LO,152,LOT POLISH AIRLINES,2018-12-08T05:20:00,2018-12-08T05:20:00,D,WAW,WARSAW,וורשה,WARSAW,פולין,POLAND,3,12-14,A,ON TIME,בזמן
LX,257,SWISS INT`L  AIRLINES,2018-12-08T05:20:00,2018-12-08T05:20:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,43-55,B,ON TIME,בזמן
LY,8853,EL AL ISRAEL AIRLINES,2018-12-08T05:20:00,2018-12-08T05:20:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,43-55,B,ON TIME,בזמן
SN,7170,BRUSSELS AIRLINES,2018-12-08T05:20:00,2018-12-08T05:20:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,43-55,B,ON TIME,בזמן
UA,9121,UNITED AIRLINES,2018-12-08T05:20:00,2018-12-08T05:20:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,43-55,B,ON TIME,בזמן
AZG,217,SILK WAY WEST AIRLINES,2018-12-07T22:00:00,2018-12-08T05:30:00,D,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3,,,DELAYED,עיכוב
PC,786,PEGASUS AIRLINES,2018-12-08T05:30:00,2018-12-08T05:30:00,D,SAW,ISTANBUL-SABIHA GOKCHEN,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,39-42,B,ON TIME,בזמן
PS,778,UKRAINE INTL  AIR,2018-12-08T05:30:00,2018-12-08T05:30:00,D,KBP,KIEV KYIV-BORISPOL,קייב,KIEV,אוקראינה,UKRAINE,3,63-68,C,ON TIME,בזמן
ST,4915,GERMANIA FLUGGESELLSCHAFT MBH,2018-12-08T05:30:00,2018-12-08T05:30:00,D,TXL,BERLIN TEGEL,ברלין,BERLIN,גרמניה,GERMANY,3,G12-G14,G,ON TIME,בזמן
6H,5951,ISRAIR AIRLINES,2018-12-08T05:30:00,2018-12-08T05:30:00,D,SEZ,MAHE SEYCHELLES INTL,מאהה,MAHE SEYCHELLES,איי סיישל,SEYCHELLES,3,,,ON TIME,בזמן
OK,5289,CZECH AIRLINES,2018-12-08T05:35:00,2018-12-08T05:35:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,G15-G17,G,ON TIME,בזמן
QS,1287,TRAVEL SERVICE,2018-12-08T05:35:00,2018-12-08T05:35:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,G15-G17,G,ON TIME,בזמן
A3,929,AEGEAN  AIRLINES,2018-12-08T05:40:00,2018-12-08T05:40:00,D,ATH,ELEFTHERIOS VENIZELOS,אתונה,ATHENS,יוון,GREECE,3,15-18,A,ON TIME,בזמן
IB,3317,IBERIA,2018-12-08T06:00:00,2018-12-08T06:00:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,56-62,C,ON TIME,בזמן
JU,9287,AIR SERBIA,2018-12-08T06:00:00,2018-12-08T06:00:00,D,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,G8-G11,G,ON TIME,בזמן
KK,1221,ATLAS GLOBAL,2018-12-08T06:00:00,2018-12-08T06:00:00,D,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,G8-G11,G,ON TIME,בזמן
LY,8397,EL AL ISRAEL AIRLINES,2018-12-08T06:00:00,2018-12-08T06:00:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,56-62,C,ON TIME,בזמן
TK,809,TURKISH AIRLINES,2018-12-08T06:10:00,2018-12-08T06:10:00,D,SAW,ISTANBUL-SABIHA GOKCHEN,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,G1-G7,G,ON TIME,בזמן
OS,860,AUSTRIAN AIRLINES,2018-12-08T06:15:00,2018-12-08T06:15:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,43-55,B,ON TIME,בזמן
RJ,342,ROYAL  JORDANIAN,2018-12-08T06:50:00,2018-12-08T06:50:00,A,AMM,AMMAN (QUEEN ALIA INT'L),עמאן,AMMAN,ירדן,JORDAN,3,,,NOT FINAL,לא סופי
CX,675,CATHAY PACIFIC AIRWAYS Ltd,2018-12-08T06:55:00,2018-12-08T06:55:00,A,HKG,HONG KONG INT'L,הונג-קונג,HONG KONG,סין,CHINA,3,,,NOT FINAL,לא סופי
BA,162,BRITISH AIRWAYS PLC,2018-12-08T07:00:00,2018-12-08T07:00:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,27-33,A,ON TIME,בזמן
LH,681,LUFTHANSA,2018-12-08T07:00:00,2018-12-08T07:00:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,43-55,B,ON TIME,בזמן
UA,9470,UNITED AIRLINES,2018-12-08T07:00:00,2018-12-08T07:00:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,43-55,B,ON TIME,בזמן
SU,501,AEROFLOT RUSSIAN AIRLINES,2018-12-08T07:10:00,2018-12-08T07:10:00,D,SVO,MOSCOW,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,23-26,A,ON TIME,בזמן
PC,780,PEGASUS AIRLINES,2018-12-08T07:20:00,2018-12-08T07:20:00,D,SAW,ISTANBUL-SABIHA GOKCHEN,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,19-22,A,ON TIME,בזמן
TK,811,TURKISH AIRLINES,2018-12-08T07:20:00,2018-12-08T07:20:00,D,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,G1-G7,G,ON TIME,בזמן
RJ,343,ROYAL  JORDANIAN,2018-12-08T07:35:00,2018-12-08T07:35:00,D,AMM,AMMAN (QUEEN ALIA INT'L),עמאן,AMMAN,ירדן,JORDAN,3,34-37,B,ON TIME,בזמן
AC,5941,AIR CANADA,2018-12-08T08:00:00,2018-12-08T08:00:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,43-55,B,ON TIME,בזמן
LH,695,LUFTHANSA,2018-12-08T08:00:00,2018-12-08T08:00:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,43-55,B,ON TIME,בזמן
SN,7168,BRUSSELS AIRLINES,2018-12-08T08:00:00,2018-12-08T08:00:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,43-55,B,ON TIME,בזמן
UA,9287,UNITED AIRLINES,2018-12-08T08:00:00,2018-12-08T08:00:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,43-55,B,ON TIME,בזמן
AZ,823,ALITALIA,2018-12-08T08:05:00,2018-12-08T08:05:00,A,ATH,ELEFTHERIOS VENIZELOS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
HU,407,HAINAN AIRLINES Co. Ltd,2018-12-08T08:10:00,2018-12-08T08:10:00,A,PVG,SHANGHAI PUDONG,שנחאי,SHANGHAI PUDONG,סין,CHINA,3,,,NOT FINAL,לא סופי
IZ,413,ARKIA  ISRAELI  AIRLINES,2018-12-08T08:10:00,2018-12-08T08:10:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,ON TIME,בזמן
TK,865,TURKISH AIRLINES,2018-12-08T08:45:00,2018-12-08T08:45:00,D,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,G1-G7,G,ON TIME,בזמן
TK,784,TURKISH AIRLINES,2018-12-08T08:50:00,2018-12-08T08:50:00,A,IST,ISTANBUL-ATATURK,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,,,NOT FINAL,לא סופי
W6,3689,WIZZAIR,2018-12-08T08:55:00,2018-12-08T08:55:00,A,IAS,IASI,יאסי,IASI,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
ET,415,ETHIOPIAN AIRLINES,2018-12-08T09:00:00,2018-12-08T09:00:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,12-15,A,ON TIME,בזמן
LY,8805,EL AL ISRAEL AIRLINES,2018-12-08T09:00:00,2018-12-08T09:00:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,12-15,A,ON TIME,בזמן
W6,3807,WIZZAIR,2018-12-08T09:00:00,2018-12-08T09:00:00,A,SBZ,SIBIU,סיביו,SIBIU,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
IZ,5847,ARKIA  ISRAELI  AIRLINES,2018-12-08T09:10:00,2018-12-08T09:10:00,D,GNB,GRENOBLE-SAUNT GEOIRS,גרנובל,GRENOBLE,צרפת,FRANCE,3,,,ON TIME,בזמן
AZ,815,ALITALIA,2018-12-08T09:15:00,2018-12-08T09:15:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,6-11,A,ON TIME,בזמן
W6,3479,WIZZAIR,2018-12-08T09:15:00,2018-12-08T09:15:00,A,CLJ,CLUJ NAPOCA,קלוז' נפוקה,CLUJ,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
W6,3593,WIZZAIR,2018-12-08T09:15:00,2018-12-08T09:15:00,A,TSR,TIMISOARA,טימשוארה,TIMISOARA,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
W6,3257,WIZZAIR,2018-12-08T09:25:00,2018-12-08T09:25:00,A,OTP,BUCHAREST - OTOPENI,בוקארשט,BUCHAREST,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
UA,084,UNITED AIRLINES,2018-12-08T09:35:00,2018-12-08T09:35:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
BCS,960,EUROPEAN AIR TRANSPORT,2018-12-08T09:40:00,2018-12-08T09:40:00,A,LEJ,LEIPZIG-HALLE,לייפציג,LEIPZIG,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
W6,3690,WIZZAIR,2018-12-08T09:45:00,2018-12-08T09:45:00,D,IAS,IASI,יאסי,IASI,רומניה,ROMANIA,1,301-310,W,ON TIME,בזמן
W6,3808,WIZZAIR,2018-12-08T09:50:00,2018-12-08T09:50:00,D,SBZ,SIBIU,סיביו,SIBIU,רומניה,ROMANIA,1,301-310,W,ON TIME,בזמן
W6,8093,WIZZAIR,2018-12-08T09:55:00,2018-12-08T09:55:00,A,VNO,VILNIUS INTL,וילנה,VILNIUS,ליטא,LITHUANIA,3,,,NOT FINAL,לא סופי
6H,573,ISRAIR AIRLINES,2018-12-08T10:00:00,2018-12-08T10:00:00,D,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,3,G8-G11,G,ON TIME,בזמן
